Purchase ID,Item Name,Buyer Name,Purchase Email,Buyer Email,Do not contact?,Purchase Date,Purchase Time (UTC timezone),Subtotal ($),Taxes ($),Tax Type,Shipping ($),Sale Price ($),Fees ($),Net Total ($),Tip ($),Tax Included in Price?,Street Address,City,Zip Code,State,Country,Referrer,Refunded?,Partial Refund ($),Fully Refunded?,Disputed?,Dispute Won?,Access Revoked?,Variants,Discount Code,Recurring Charge?,Free trial purchase?,Pre-order authorization?,Product ID,Order Number,Pre-order authorization time (UTC timezone),Custom Fields,Item Price ($),Variants Price ($),Giftee Email,SKU ID,Quantity,Recurrence,Affiliate,Affiliate commission ($),Discover?,Cancellation Date,Subscription End Date,Rating,Review,License Key,License Key Activation Count,License Key Enabled?,Payment Type,PayPal Transaction ID,PayPal Fee Amount,PayPal Fee Currency,Stripe Transaction ID,Stripe Fee Amount,Stripe Fee Currency,Purchasing Power Parity Discounted?,Upsold?,Sent Abandoned Cart Email?,UTM Source,UTM Medium,UTM Campaign,UTM Term,UTM Content
DEMOPID000396==,Acme Pro,Hayden Schmidt,hayden.schmidt62@example.com,hayden.schmidt62@example.com,0,2025-03-29,2025-03-29 00:15:13 +0000,19.0,0.0,,0.0,19.0,2.18,16.82,0.0,,,,,,Australia,direct,0,0.0,0,0,0,0,(Startup),,0,0,0,demoPID,102031,,{},19.0,,,,1,monthly,,0.0,0,2026-05-28 00:00:00 UTC,2026-06-28,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000065==,Acme Pro,Hayden Smith,hayden.smith8@example.com,hayden.smith8@example.com,0,2025-03-30,2025-03-30 06:43:15 +0000,90.0,0.0,,0.0,90.0,11.34,78.66,0.0,,,,,,Germany,direct,0,0.0,0,0,0,0,(Personal),,1,0,0,demoPID,100313,,{},90.0,,,,1,yearly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000513==,Acme Pro,Quinn Silva,quinn.silva69@example.com,quinn.silva69@example.com,0,2025-03-30,2025-03-30 11:34:52 +0000,190.0,0.0,,0.0,190.0,22.99,167.01,0.0,,,,,,Portugal,direct,0,0.0,0,0,0,0,(Startup),,0,0,0,demoPID,102648,,{},190.0,,,,1,yearly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001286==,Acme Pro,Avery Andersson,avery.andersson161@example.com,avery.andersson161@example.com,0,2025-04-01,2025-04-01 09:33:40 +0000,49.0,0.0,,0.0,49.0,4.51,44.49,0.0,,,,,,Japan,direct,0,0.0,0,0,0,0,(Business),,1,0,0,demoPID,106449,,{},49.0,,,,1,monthly,,0.0,0,2026-06-02 00:00:00 UTC,2026-07-01,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000756==,Acme Pro,Robin Muller,robin.muller99@example.com,robin.muller99@example.com,0,2025-04-01,2025-04-01 18:36:42 +0000,490.0,0.0,,0.0,490.0,55.12,434.88,0.0,,,,,,Japan,direct,0,0.0,0,0,0,0,(Business),,0,0,0,demoPID,103787,,{},490.0,,,,1,yearly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001413==,Acme Pro,Hayden Johnson,hayden.johnson182@example.com,hayden.johnson182@example.com,0,2025-04-02,2025-04-02 15:43:06 +0000,19.0,0.0,,0.0,19.0,1.90,17.10,0.0,,,,,,United States,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,107089,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000873==,Acme Pro,Rowan Ortiz,rowan.ortiz108@example.com,rowan.ortiz108@example.com,0,2025-04-03,2025-04-03 05:40:31 +0000,49.0,0.0,,0.0,49.0,6.26,42.74,0.0,,,,,,United States,direct,0,0.0,0,0,0,0,(Business),,1,0,0,demoPID,104358,,{},49.0,,,,1,monthly,,0.0,0,2026-06-04 00:00:00 UTC,2026-07-03,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001093==,Acme Pro,Sam Ortiz,sam.ortiz141@example.com,sam.ortiz141@example.com,0,2025-04-03,2025-04-03 09:39:57 +0000,0.0,0.0,,0.0,0.0,0.00,0.00,0.0,,,,,,Poland,direct,0,0.0,0,0,0,0,(Personal),maintainer,1,0,0,demoPID,105505,,{},9.0,,,,1,monthly,,0.0,0,2026-06-04 00:00:00 UTC,2026-07-03,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000267==,Acme Pro,Jordan Rossi,jordan.rossi42@example.com,jordan.rossi42@example.com,0,2025-04-03,2025-04-03 19:18:48 +0000,16.1,0.0,,0.0,16.1,2.08,14.07,0.0,,,,,,Germany,direct,0,0.0,0,0,0,0,(Startup),welcome15,1,0,0,demoPID,101364,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000626==,Acme Pro,Morgan Schmidt,morgan.schmidt87@example.com,morgan.schmidt87@example.com,0,2025-04-04,2025-04-04 09:19:15 +0000,99.0,0.0,,0.0,99.0,9.96,89.04,0.0,,,,,,Sweden,direct,0,0.0,0,0,0,0,(Enterprise),,1,0,0,demoPID,103183,,{},99.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000836==,Acme Pro,Casey Tanaka,casey.tanaka107@example.com,casey.tanaka107@example.com,0,2025-04-04,2025-04-04 10:46:07 +0000,9.0,0.0,,0.0,9.0,0.96,8.04,0.0,,,,,,Brazil,direct,0,0.0,0,0,0,0,(Personal),,0,0,0,demoPID,104182,,{},9.0,,,,1,monthly,,0.0,0,2026-06-04 00:00:00 UTC,2026-07-04,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001177==,Acme Pro,Sam Lee,sam.lee149@example.com,sam.lee149@example.com,0,2025-04-04,2025-04-04 17:59:22 +0000,19.0,0.0,,0.0,19.0,1.80,17.20,0.0,,,,,,Germany,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,105929,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000235==,Acme Pro,Rowan Johnson,rowan.johnson37@example.com,rowan.johnson37@example.com,0,2025-04-05,2025-04-05 13:11:08 +0000,90.0,0.0,,0.0,90.0,9.89,80.11,0.0,,,,,,United States,direct,0,0.0,0,0,0,0,(Personal),,0,0,0,demoPID,101180,,{},90.0,,,,1,yearly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000217==,Acme Pro,Taylor Rossi,taylor.rossi35@example.com,taylor.rossi35@example.com,0,2025-04-07,2025-04-07 17:03:37 +0000,19.0,0.0,,0.0,19.0,2.33,16.67,0.0,,,,,,Netherlands,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,101085,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000662==,Acme Pro,Alex Rossi,alex.rossi89@example.com,alex.rossi89@example.com,0,2025-04-09,2025-04-09 01:58:23 +0000,49.0,0.0,,0.0,49.0,4.47,44.53,0.0,,,,,,Poland,direct,0,0.0,0,0,0,0,(Business),,1,0,0,demoPID,103336,,{},49.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000790==,Acme Pro,Riley Rossi,riley.rossi103@example.com,riley.rossi103@example.com,0,2025-04-09,2025-04-09 02:47:43 +0000,9.0,0.0,,0.0,9.0,1.04,7.96,0.0,,,,,,Australia,direct,0,0.0,0,0,0,0,(Personal),,1,0,0,demoPID,103967,,{},9.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001141==,Acme Pro,Devin Andersson,devin.andersson147@example.com,devin.andersson147@example.com,0,2025-04-09,2025-04-09 16:04:54 +0000,49.0,0.0,,0.0,49.0,4.57,44.43,0.0,,,,,,Spain,direct,0,0.0,0,0,0,0,(Business),,1,0,0,demoPID,105759,,{},49.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000447==,Acme Pro,Morgan Muller,morgan.muller64@example.com,morgan.muller64@example.com,0,2025-04-09,2025-04-09 22:52:25 +0000,19.0,0.0,,0.0,19.0,2.28,16.72,0.0,,,,,,Japan,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,102277,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001159==,Acme Pro,Drew Becker,drew.becker148@example.com,drew.becker148@example.com,0,2025-04-10,2025-04-10 03:33:06 +0000,99.0,0.0,,0.0,99.0,8.96,90.04,0.0,,,,,,India,direct,0,0.0,0,0,0,0,(Enterprise),,1,0,0,demoPID,105853,,{},99.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000890==,Acme Pro,Jamie Rossi,jamie.rossi109@example.com,jamie.rossi109@example.com,0,2025-04-11,2025-04-11 02:25:43 +0000,19.0,0.0,,0.0,19.0,1.90,17.10,0.0,,,,,,Portugal,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,104465,,{},19.0,,,,1,monthly,,0.0,0,2026-05-23 00:00:00 UTC,2026-06-11,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001381==,Acme Pro,Sam Patel,sam.patel175@example.com,sam.patel175@example.com,0,2025-04-12,2025-04-12 03:52:10 +0000,90.0,0.0,,0.0,90.0,11.26,78.74,0.0,,,,,,Poland,direct,0,0.0,0,0,0,0,(Personal),,0,0,0,demoPID,106931,,{},90.0,,,,1,yearly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001118==,Acme Pro,Hayden Kim,hayden.kim145@example.com,hayden.kim145@example.com,0,2025-04-13,2025-04-13 01:23:57 +0000,29.4,0.0,,0.0,29.4,3.65,25.75,0.0,,,,,,Netherlands,direct,0,0.0,0,0,0,0,(Business),blackfriday,1,0,0,demoPID,105621,,{},49.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001232==,Acme Pro,Drew Nguyen,drew.nguyen152@example.com,drew.nguyen152@example.com,0,2025-04-13,2025-04-13 13:13:08 +0000,9.0,0.0,,0.0,9.0,1.06,7.94,0.0,,,,,,Italy,direct,0,0.0,0,0,0,0,(Personal),,1,0,0,demoPID,106177,,{},9.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000197==,Acme Pro,Skyler Kim,skyler.kim30@example.com,skyler.kim30@example.com,0,2025-04-13,2025-04-13 23:44:34 +0000,19.0,0.0,,0.0,19.0,2.22,16.78,0.0,,,,,,India,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,100975,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000339==,Acme Pro,Morgan Ortiz,morgan.ortiz51@example.com,morgan.ortiz51@example.com,0,2025-04-14,2025-04-14 12:23:02 +0000,99.0,0.0,,0.0,99.0,11.79,87.21,0.0,,,,,,Japan,direct,0,0.0,0,0,0,0,(Enterprise),,1,0,0,demoPID,101749,,{},99.0,,,,1,monthly,,0.0,0,2026-05-15 00:00:00 UTC,2026-06-14,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001002==,Acme Pro,Drew Dubois,drew.dubois122@example.com,drew.dubois122@example.com,0,2025-04-15,2025-04-15 12:09:08 +0000,49.0,0.0,,0.0,49.0,5.26,43.74,0.0,,,,,,Italy,direct,0,0.0,0,0,0,0,(Business),,1,0,0,demoPID,105048,,{},49.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000413==,Acme Pro,Robin Lee,robin.lee63@example.com,robin.lee63@example.com,0,2025-04-16,2025-04-16 00:13:59 +0000,41.6,0.0,,0.0,41.6,4.25,37.40,0.0,,,,,,Australia,direct,0,0.0,0,0,0,0,(Business),welcome15,1,0,0,demoPID,102115,,{},49.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001208==,Acme Pro,Rowan Johnson,rowan.johnson150@example.com,rowan.johnson150@example.com,0,2025-04-17,2025-04-17 06:07:33 +0000,36.8,0.0,,0.0,36.8,4.13,32.62,0.0,,,,,,United Kingdom,direct,0,0.0,0,0,0,0,(Business),launch25,1,0,0,demoPID,106068,,{},49.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000523==,Acme Pro,Skyler Smith,skyler.smith76@example.com,skyler.smith76@example.com,0,2025-04-18,2025-04-18 08:05:41 +0000,99.0,0.0,,0.0,99.0,9.54,89.46,0.0,,,,,,Germany,direct,0,0.0,0,0,0,0,(Enterprise),,0,0,0,demoPID,102691,,{},99.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000980==,Acme Pro,Drew Garcia,drew.garcia119@example.com,drew.garcia119@example.com,0,2025-04-18,2025-04-18 21:15:36 +0000,19.0,0.0,,0.0,19.0,1.86,17.14,0.0,,,,,,Germany,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,104930,,{},19.0,,,,1,monthly,,0.0,0,2026-05-21 00:00:00 UTC,2026-06-18,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000587==,Acme Pro,Hayden Nguyen,hayden.nguyen82@example.com,hayden.nguyen82@example.com,0,2025-04-20,2025-04-20 14:51:08 +0000,5.4,0.0,,0.0,5.4,0.68,4.72,0.0,,,,,,Brazil,direct,0,0.0,0,0,0,0,(Personal),blackfriday,1,0,0,demoPID,102983,,{},9.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001352==,Acme Pro,Emerson Garcia,emerson.garcia171@example.com,emerson.garcia171@example.com,0,2025-04-20,2025-04-20 17:11:56 +0000,19.0,0.0,,0.0,19.0,2.05,16.95,0.0,,,,,,Spain,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,106798,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000141==,Acme Pro,Morgan Andersson,morgan.andersson18@example.com,morgan.andersson18@example.com,0,2025-04-21,2025-04-21 08:42:05 +0000,19.0,0.0,,0.0,19.0,2.19,16.81,0.0,,,,,,United Kingdom,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,100688,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001383==,Acme Pro,Hayden Rossi,hayden.rossi176@example.com,hayden.rossi176@example.com,0,2025-04-22,2025-04-22 09:20:36 +0000,490.0,0.0,,0.0,490.0,48.02,441.98,0.0,,,,,,Sweden,direct,0,0.0,0,0,0,0,(Business),,0,0,0,demoPID,106943,,{},490.0,,,,1,yearly,,0.0,0,2026-04-22 00:00:00 UTC,2027-04-22,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000465==,Acme Pro,Cameron Lee,cameron.lee67@example.com,cameron.lee67@example.com,0,2025-04-23,2025-04-23 10:28:21 +0000,9.0,0.0,,0.0,9.0,1.10,7.90,0.0,,,,,,France,direct,0,0.0,0,0,0,0,(Personal),,1,0,0,demoPID,102383,,{},9.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000726==,Acme Pro,Reese Tanaka,reese.tanaka96@example.com,reese.tanaka96@example.com,0,2025-04-23,2025-04-23 16:44:44 +0000,0.0,0.0,,0.0,0.0,0.00,0.00,0.0,,,,,,United States,direct,0,0.0,0,0,0,0,(Personal),nonprofit100,0,0,0,demoPID,103632,,{},90.0,,,,1,yearly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000707==,Acme Pro,Casey Costa,casey.costa94@example.com,casey.costa94@example.com,0,2025-04-23,2025-04-23 19:07:18 +0000,49.0,0.0,,0.0,49.0,5.41,43.59,0.0,,,,,,Japan,direct,0,0.0,0,0,0,0,(Business),,0,0,0,demoPID,103546,,{},49.0,,,,1,monthly,,0.0,0,2026-05-29 00:00:00 UTC,2026-06-23,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000375==,Acme Pro,Sam Lee,sam.lee58@example.com,sam.lee58@example.com,0,2025-04-24,2025-04-24 04:30:20 +0000,19.0,0.0,,0.0,19.0,1.85,17.15,0.0,,,,,,India,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,101948,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000909==,Acme Pro,Drew Dubois,drew.dubois111@example.com,drew.dubois111@example.com,0,2025-04-24,2025-04-24 20:33:34 +0000,19.0,0.0,,0.0,19.0,1.81,17.19,0.0,,,,,,Brazil,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,104568,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001444==,Acme Pro,Casey Andersson,casey.andersson189@example.com,casey.andersson189@example.com,0,2025-04-24,2025-04-24 23:39:59 +0000,7.7,0.0,,0.0,7.7,0.85,6.80,0.0,,,,,,Netherlands,direct,0,0.0,0,0,0,0,(Personal),welcome15,1,0,0,demoPID,107266,,{},9.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000516==,Acme Pro,Jamie Costa,jamie.costa71@example.com,jamie.costa71@example.com,0,2025-04-25,2025-04-25 01:36:22 +0000,490.0,0.0,,0.0,490.0,60.05,429.95,0.0,,,,,,Portugal,direct,0,0.0,0,0,0,0,(Business),,0,0,0,demoPID,102655,,{},490.0,,,,1,yearly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000163==,Acme Pro,Hayden Tanaka,hayden.tanaka20@example.com,hayden.tanaka20@example.com,0,2025-04-25,2025-04-25 07:53:58 +0000,9.0,0.0,,0.0,9.0,0.96,8.04,0.0,,,,,,Netherlands,direct,0,0.0,0,0,0,0,(Personal),,1,0,0,demoPID,100796,,{},9.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000770==,Acme Pro,Reese Smith,reese.smith100@example.com,reese.smith100@example.com,0,2025-04-25,2025-04-25 23:12:18 +0000,0.0,0.0,,0.0,0.0,0.00,0.00,0.0,,,,,,Australia,direct,0,0.0,0,0,0,0,(Personal),oss100,1,0,0,demoPID,103866,,{},9.0,,,,1,monthly,,0.0,0,2026-05-29 00:00:00 UTC,2026-06-25,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000821==,Acme Pro,Cameron Tanaka,cameron.tanaka105@example.com,cameron.tanaka105@example.com,0,2025-04-26,2025-04-26 04:23:25 +0000,19.0,0.0,,0.0,19.0,2.07,16.93,0.0,,,,,,Sweden,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,104107,,{},19.0,,,,1,monthly,,0.0,0,2026-05-28 00:00:00 UTC,2026-06-26,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000018==,Acme Pro,Taylor Smith,taylor.smith0@example.com,taylor.smith0@example.com,0,2025-04-26,2025-04-26 12:17:04 +0000,9.0,0.0,,0.0,9.0,1.10,7.90,0.0,,,,,,Japan,direct,0,0.0,0,0,0,0,(Personal),,1,0,0,demoPID,100092,,{},9.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000101==,Acme Pro,Parker Silva,parker.silva16@example.com,parker.silva16@example.com,0,2025-04-28,2025-04-28 11:14:41 +0000,19.0,0.0,,0.0,19.0,1.75,17.25,0.0,,,,,,Poland,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,100475,,{},19.0,,,,1,monthly,,0.0,0,2026-05-29 00:00:00 UTC,2026-06-28,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000603==,Acme Pro,Emerson Rossi,emerson.rossi84@example.com,emerson.rossi84@example.com,0,2025-04-28,2025-04-28 15:34:19 +0000,49.0,0.0,,0.0,49.0,6.05,42.95,0.0,,,,,,Portugal,direct,0,0.0,0,0,0,0,(Business),,0,0,0,demoPID,103074,,{},49.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000940==,Acme Pro,Drew Andersson,drew.andersson114@example.com,drew.andersson114@example.com,0,2025-04-28,2025-04-28 16:48:51 +0000,99.0,0.0,,0.0,99.0,11.39,87.61,0.0,,,,,,Sweden,direct,0,0.0,0,0,0,0,(Enterprise),,1,0,0,demoPID,104731,,{},99.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000499==,Acme Pro,Hayden Ortiz,hayden.ortiz68@example.com,hayden.ortiz68@example.com,0,2025-04-28,2025-04-28 18:07:22 +0000,84.2,0.0,,0.0,84.2,9.63,74.52,0.0,,,,,,India,direct,0,0.0,0,0,0,0,(Enterprise),welcome15,1,0,0,demoPID,102578,,{},99.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000730==,Acme Pro,Rowan Garcia,rowan.garcia97@example.com,rowan.garcia97@example.com,0,2025-04-28,2025-04-28 20:24:25 +0000,49.0,0.0,,0.0,49.0,4.85,44.15,0.0,,,,,,Netherlands,direct,0,0.0,0,0,0,0,(Business),,1,0,0,demoPID,103658,,{},49.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000397==,Acme Pro,Hayden Schmidt,hayden.schmidt62@example.com,hayden.schmidt62@example.com,0,2025-04-29,2025-04-29 01:28:38 +0000,19.0,0.0,,0.0,19.0,1.79,17.21,0.0,,,,,,Australia,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,102033,,{},19.0,,,,1,monthly,,0.0,0,2026-05-28 00:00:00 UTC,2026-06-28,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001336==,Acme Pro,Alex Walsh,alex.walsh170@example.com,alex.walsh170@example.com,0,2025-04-29,2025-04-29 11:22:26 +0000,9.0,0.0,,0.0,9.0,0.85,8.15,0.0,,,,,,United States,direct,0,0.0,0,0,0,0,(Personal),,0,0,0,demoPID,106702,,{},9.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001287==,Acme Pro,Avery Andersson,avery.andersson161@example.com,avery.andersson161@example.com,0,2025-05-01,2025-05-01 20:11:48 +0000,49.0,0.0,,0.0,49.0,5.42,43.58,0.0,,,,,,Japan,direct,0,0.0,0,0,0,0,(Business),,1,0,0,demoPID,106451,,{},49.0,,,,1,monthly,,0.0,0,2026-06-02 00:00:00 UTC,2026-07-01,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001414==,Acme Pro,Hayden Johnson,hayden.johnson182@example.com,hayden.johnson182@example.com,0,2025-05-02,2025-05-02 21:43:07 +0000,19.0,0.0,,0.0,19.0,1.73,17.27,0.0,,,,,,United States,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,107095,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000268==,Acme Pro,Jordan Rossi,jordan.rossi42@example.com,jordan.rossi42@example.com,0,2025-05-03,2025-05-03 07:19:51 +0000,16.1,0.0,,0.0,16.1,1.60,14.55,0.0,,,,,,Germany,direct,0,0.0,0,0,0,0,(Startup),welcome15,1,0,0,demoPID,101372,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000641==,Acme Pro,Jordan Novak,jordan.novak88@example.com,jordan.novak88@example.com,0,2025-05-03,2025-05-03 14:11:10 +0000,49.0,0.0,,0.0,49.0,6.27,42.73,0.0,,,,,,Italy,direct,0,0.0,0,0,0,0,(Business),,0,0,0,demoPID,103250,,{},49.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001094==,Acme Pro,Sam Ortiz,sam.ortiz141@example.com,sam.ortiz141@example.com,0,2025-05-03,2025-05-03 17:28:03 +0000,0.0,0.0,,0.0,0.0,0.00,0.00,0.0,,,,,,Poland,direct,0,0.0,0,0,0,0,(Personal),maintainer,1,0,0,demoPID,105511,,{},9.0,,,,1,monthly,,0.0,0,2026-06-04 00:00:00 UTC,2026-07-03,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000874==,Acme Pro,Rowan Ortiz,rowan.ortiz108@example.com,rowan.ortiz108@example.com,0,2025-05-03,2025-05-03 21:59:51 +0000,49.0,0.0,,0.0,49.0,4.43,44.57,0.0,,,,,,United States,direct,0,0.0,0,0,0,0,(Business),,1,0,0,demoPID,104366,,{},49.0,,,,1,monthly,,0.0,0,2026-06-04 00:00:00 UTC,2026-07-03,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000240==,Acme Pro,Drew Silva,drew.silva40@example.com,drew.silva40@example.com,0,2025-05-04,2025-05-04 08:12:11 +0000,19.0,0.0,,0.0,19.0,1.79,17.21,0.0,,,,,,Germany,direct,0,0.0,0,0,0,0,(Startup),,0,0,0,demoPID,101209,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001178==,Acme Pro,Sam Lee,sam.lee149@example.com,sam.lee149@example.com,0,2025-05-04,2025-05-04 12:03:40 +0000,19.0,0.0,,0.0,19.0,2.23,16.77,0.0,,,,,,Germany,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,105935,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000837==,Acme Pro,Casey Tanaka,casey.tanaka107@example.com,casey.tanaka107@example.com,0,2025-05-04,2025-05-04 15:13:37 +0000,9.0,0.0,,0.0,9.0,1.05,7.95,0.0,,,,,,Brazil,direct,0,0.0,0,0,0,0,(Personal),,1,0,0,demoPID,104190,,{},9.0,,,,1,monthly,,0.0,0,2026-06-04 00:00:00 UTC,2026-07-04,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000627==,Acme Pro,Morgan Schmidt,morgan.schmidt87@example.com,morgan.schmidt87@example.com,0,2025-05-04,2025-05-04 18:35:53 +0000,99.0,0.0,,0.0,99.0,9.11,89.89,0.0,,,,,,Sweden,direct,0,0.0,0,0,0,0,(Enterprise),,1,0,0,demoPID,103185,,{},99.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000804==,Acme Pro,Sam Smith,sam.smith104@example.com,sam.smith104@example.com,0,2025-05-05,2025-05-05 20:54:32 +0000,49.0,0.0,,0.0,49.0,5.22,43.78,0.0,,,,,,Spain,direct,0,0.0,0,0,0,0,(Business),,0,0,0,demoPID,104023,,{},49.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID001051==,Acme Pro,Devin Ortiz,devin.ortiz132@example.com,devin.ortiz132@example.com,0,2025-05-06,2025-05-06 05:49:45 +0000,19.0,0.0,,0.0,19.0,2.37,16.63,0.0,,,,,,Brazil,direct,0,0.0,0,0,0,0,(Startup),,0,0,0,demoPID,105297,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
DEMOPID000218==,Acme Pro,Taylor Rossi,taylor.rossi35@example.com,taylor.rossi35@example.com,0,2025-05-07,2025-05-07 21:07:26 +0000,19.0,0.0,,0.0,19.0,2.14,16.86,0.0,,,,,,Netherlands,direct,0,0.0,0,0,0,0,(Startup),,1,0,0,demoPID,101094,,{},19.0,,,,1,monthly,,0.0,0,,,,,,,1,card,,,,,,,,,,,,,,
